"Dsyl_CEN_selection_time" "Dsyl_CEN_selection_density" "Dsyl_TCF1_selection_time" "Dsyl_TCF1_selection_density" "Dcar_TCF1_selection_time" "Dcar_TCF1_selection_density" "Dcar_FT_selection_time" "Dcar_FT_selection_density"
1.56912539844387 0.0240073689783482 1.82379249788574 0.0523749398392482 1.37988442327477 0.0574612595721697 1.91897482391267 0.087885504322961
1.57471329759955 0.0225796773708242 1.83326362600767 0.0493431389856783 1.38892898830694 0.0548977410346527 1.93324983685926 0.0836738560554705
1.58030119675522 0.0211901353425212 1.84273475412959 0.0465165733216634 1.39797355333911 0.0524302900571468 1.94752484980585 0.079701008237267
1.5858890959109 0.0198393402252348 1.85220588225152 0.0438864535447454 1.40701811837128 0.0500596793474337 1.96179986275244 0.0759473694877374
1.59147699506658 0.01853336910761 1.86167701037344 0.0414415658810287 1.41606268340345 0.0477983589393103 1.97607487569903 0.072392534820824
1.59706489422225 0.0172756372957579 1.87114813849537 0.039168736773212 1.42510724843562 0.0456352839218183 1.99034988864562 0.0690161259601155
1.60265279337793 0.016067861449356 1.8806192666173 0.0370533466137806 1.43415181346779 0.0435666034674176 2.00462490159221 0.0658080902299135
1.6082406925336 0.014914329324233 1.89009039473922 0.0350798714288784 1.44319637849997 0.0415887236978619 2.0188999145388 0.0627499125886397
1.61382859168928 0.0138189606593738 1.89956152286115 0.0332324314750434 1.45224094353214 0.0396966810746189 2.03317492748538 0.0598123799870456
1.61941649084496 0.012784985291528 1.90903265098308 0.0315031852099386 1.46128550856431 0.037884303058792 2.04744994043197 0.0569838968308709
1.62500439000063 0.0118146847633468 1.918503779105 0.0298717273758165 1.47033007359648 0.0361444601934183 2.06172495337856 0.0542553303739852
1.63059228915631 0.0109092067110458 1.92797490722693 0.028317871293939 1.47937463862865 0.0344693899722316 2.07599996632515 0.0516198259663986
1.63618018831198 0.0100684589136688 1.93744603534885 0.0268303680351748 1.48841920366082 0.0328510717636825 2.09027497927174 0.0490725261798016
1.64176808746766 0.00929882326988208 1.94691716347078 0.0253997265689633 1.49746376869299 0.0312858130579944 2.10454999221833 0.046610212873503
1.64735598662334 0.00858984035558434 1.95638829159271 0.0240182639264004 1.50650833372517 0.0297619550583331 2.11882500516492 0.0442359266922338
1.65294388577901 0.0079363148999143 1.96585941971463 0.0226800926197751 1.51555289875734 0.0282722726648277 2.13310001811151 0.0419515686575777
1.65853178493469 0.00733366824871342 1.97533054783656 0.0213810537746047 1.52459746378951 0.0268127389810574 2.14737503105809 0.0397475023222733
1.66411968409037 0.00677698835374055 1.98480167595848 0.0201187056556771 1.53364202882168 0.0253809710506902 2.16165004400468 0.0376223276343282
1.66970758324604 0.00626126963988785 1.99427280408041 0.0188973357646073 1.54268659385385 0.0239762917498188 2.17592505695127 0.0355741408428841
